customer_id,customer_name,customer_gender,customer_birthdate,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,loyalty_card_number,latitude,longitude
6706,Phd. Dayna Cart,female,04/30/1950 08:48 AM,2.0,2.0,0.0,1.0,37618.0,2230.0,15.0,2108.0,3097.0,3972.0,2158.0,556.0,924.0,667.0,538.0,225.0,0.37705154671444757,2012.0,904461.0,38.742435128236245,-9.168451109557603
15588,Isabella Whitney,female,10/07/2000 03:32 AM,3.0,0.0,2.0,1.0,30357.0,2473.0,16.0,2533.0,3629.0,2388.0,3527.0,2974.0,1418.0,641.0,1414.0,174.0,0.01844564831727763,2025.0,966358.0,38.74038785338151,-9.157238518949562
5564,Phd. Norene Brooks,female,05/22/1941 02:21 AM,1.0,1.0,1.0,1.0,18915.0,1334.0,10.0,953.0,600.0,862.0,2276.0,1165.0,156.0,436.0,976.0,286.0,0.3105850538506683,2000.0,943939.0,38.772871964324835,-9.182614807735286
18680,Christopher Quinones,male,09/26/1964 01:21 AM,0.0,0.0,0.0,1.0,12391.0,9779.0,22.0,555.0,1835.0,3126.0,1460.0,1455.0,194.0,11984.0,1064.0,57.0,0.6181335100641492,2000.0,,38.776364466952735,-9.10890788536554
10643,John Cunningham,male,10/01/1976 02:56 AM,1.0,1.0,2.0,1.0,14151.0,1230.0,10.0,1395.0,1027.0,1216.0,1774.0,1276.0,725.0,1375.0,600.0,256.0,0.8464000709839679,2017.0,942003.0,38.761696754013904,-9.073672757521827
3066,Bsc. Laura Stumpe,female,09/21/1978 07:28 AM,0.0,1.0,1.0,5.0,7842.0,985.0,,1476.0,1756.0,1605.0,696.0,1246.0,650.0,1129.0,1508.0,210.0,0.4663304392239795,2021.0,942349.0,38.73576199012174,-9.129461363695693
5960,Phd. Carl Loder,male,08/06/1997 11:57 PM,1.0,2.0,1.0,3.0,3387.0,3038.0,10.0,3536.0,1339.0,1506.0,532.0,458.0,1467.0,644.0,1651.0,102.0,0.39256964530897315,2017.0,921313.0,38.679855299347686,-9.173861808573154
17759,David Lima,male,06/03/1981 10:15 AM,3.0,0.0,1.0,1.0,8521.0,423.0,17.0,5586.0,1697.0,1183.0,425.0,432.0,788.0,546.0,931.0,103.0,0.20974400977495522,2022.0,,38.79465276827907,-9.160845359214429
8174,Graig Hagar,male,10/23/1984 02:50 AM,1.0,1.0,1.0,4.0,14874.0,161.0,17.0,2121.0,1690.0,1472.0,3340.0,2297.0,244.0,751.0,1237.0,99.0,0.4870060600519305,2015.0,949500.0,38.722768037070274,-9.119083478679174
3879,Msc. Diana Owens,female,03/23/1955 10:18 PM,2.0,2.0,2.0,2.0,42048.0,3254.0,13.0,2795.0,5041.0,590.0,5332.0,3530.0,1066.0,674.0,1355.0,129.0,0.02216716267700708,2012.0,930644.0,38.78336556881782,-9.134463923067148
8989,Msc. Josephine Kirby,female,03/29/1997 01:46 AM,0.0,0.0,0.0,1.0,12379.0,10450.0,22.0,347.0,587.0,3398.0,887.0,421.0,140.0,2480.0,1415.0,95.0,0.27731388524831996,2017.0,932735.0,38.685744852521665,-9.149738212976041
11351,Msc. Teresa Cann,female,09/14/1958 03:58 PM,3.0,1.0,2.0,3.0,12490.0,2911.0,24.0,2987.0,1822.0,1190.0,337.0,554.0,685.0,483.0,450.0,149.0,0.39756348921516255,2013.0,953436.0,38.705997282495126,-9.134243419336013
4772,Phd. Holly Hess,female,07/30/1943 09:51 AM,3.0,1.0,4.0,2.0,3172.0,1497.0,9.0,2099.0,1150.0,1359.0,2998.0,1660.0,707.0,345.0,1164.0,85.0,0.5359269564040534,2006.0,982987.0,38.70240651436863,-9.178176143891356
1392,Bsc. Todd Kent,male,06/25/1987 02:22 AM,0.0,1.0,0.0,1.0,16518.0,11993.0,23.0,817.0,1132.0,2000.0,1800.0,1113.0,6.0,3100.0,494.0,61.0,0.5172885881655929,2019.0,992329.0,38.74839721699946,-9.109159314846845
4272,Msc. John Butler,male,10/28/1940 04:53 PM,2.0,1.0,3.0,1.0,20728.0,2810.0,10.0,1554.0,2736.0,2052.0,3813.0,2037.0,102.0,950.0,1174.0,89.0,0.376645184040158,2017.0,907157.0,38.69489267988095,-9.121545450705879
19904,Thomas Cox,male,09/25/1972 05:45 AM,0.0,0.0,1.0,1.0,12631.0,31.0,17.0,1506.0,1163.0,279.0,2516.0,1285.0,497.0,669.0,543.0,176.0,0.5202423513628371,2000.0,,38.784579912903126,-9.065251668154039
13203,Terrance Younger,male,10/01/1962 02:48 PM,3.0,1.0,1.0,1.0,41530.0,3724.0,15.0,4116.0,2970.0,2637.0,4831.0,4204.0,1524.0,516.0,1501.0,211.0,0.6017911546355662,2014.0,918582.0,38.77166702817209,-9.133109562345426
14808,Enrique Wiggins,male,03/10/1963 07:32 PM,2.0,3.0,1.0,1.0,38190.0,3387.0,14.0,4735.0,4529.0,2501.0,4255.0,3089.0,1402.0,47.0,960.0,351.0,0.12129249530921038,2010.0,911265.0,38.72190863500992,-9.138279249611353
3699,Msc. Terrence Simmons,male,08/27/1955 06:40 AM,2.0,1.0,2.0,2.0,77261.0,3391.0,11.0,3057.0,3549.0,3929.0,2844.0,2432.0,864.0,597.0,1240.0,223.0,0.24388921386233173,2015.0,937578.0,38.755130455966224,-9.157925213396979
9524,Bsc. Alexander Rodriguez,male,10/10/1940 10:57 AM,2.0,0.0,1.0,1.0,24683.0,1073.0,10.0,3096.0,1641.0,549.0,296.0,329.0,830.0,262.0,639.0,93.0,0.4494542315756613,2016.0,949304.0,38.68297973926048,-9.21221491869521
9049,Susan Stolar,female,10/28/1987 08:40 PM,1.0,0.0,1.0,2.0,18753.0,1272.0,12.0,1137.0,1548.0,1918.0,3124.0,1712.0,164.0,614.0,753.0,183.0,0.6493687040213189,2012.0,943131.0,38.777929789101144,-9.069803897872456
19002,Josefa Macleod,female,03/01/1947 09:06 PM,2.0,2.0,2.0,1.0,26116.0,1891.0,15.0,4724.0,2983.0,3163.0,345.0,159.0,855.0,536.0,465.0,75.0,0.06382992342630542,2022.0,,38.74097590702546,-9.094985254102427
8060,Bsc. Ruth Mcgee,female,03/22/1941 03:50 PM,2.0,2.0,0.0,2.0,55166.0,3149.0,13.0,1560.0,2871.0,3713.0,2612.0,455.0,927.0,859.0,771.0,75.0,0.3691899343721293,2011.0,938507.0,38.75715596843668,-9.13229798817115
14812,Brenda Romero,female,04/13/1948 07:07 AM,3.0,2.0,1.0,3.0,41369.0,2399.0,12.0,3804.0,4186.0,1408.0,5706.0,2600.0,1335.0,662.0,444.0,220.0,0.21456474515174406,2002.0,970495.0,38.7733873449674,-9.16638890890233
19795,Thomas Dolan,male,07/07/1998 08:56 AM,1.0,1.0,1.0,2.0,40678.0,3625.0,10.0,3412.0,3106.0,2526.0,2820.0,2538.0,787.0,462.0,291.0,114.0,0.4870523953704025,2023.0,,38.676380025338226,-9.155241772315097
11637,Wyatt Parker,male,04/01/1985 07:59 PM,1.0,2.0,1.0,1.0,22467.0,3880.0,10.0,2763.0,1297.0,2231.0,4478.0,3543.0,493.0,653.0,1049.0,120.0,0.14399528577462217,2010.0,923870.0,38.76209939182734,-9.150272760760581
3938,Bsc. Lucia Stephenson,female,03/26/1959 08:31 PM,3.0,1.0,4.0,1.0,2334.0,663.0,14.0,1736.0,3187.0,2570.0,801.0,1035.0,469.0,205.0,891.0,105.0,0.2897841969211632,2020.0,976383.0,38.80962273380689,-9.136773737838192
146,Msc. Donald Marks,male,11/02/1968 07:28 AM,3.0,2.0,1.0,2.0,35460.0,3298.0,18.0,5135.0,2825.0,1713.0,5152.0,4050.0,998.0,1123.0,807.0,293.0,0.35013427375164946,1994.0,998122.0,38.72096684622485,-9.19404627796196
9160,Phd. Teresa Anderson,female,03/06/1980 03:30 PM,2.0,2.0,1.0,1.0,64326.0,1563.0,19.0,1464.0,1821.0,2937.0,4102.0,2413.0,1407.0,363.0,1874.0,201.0,0.3752583245830996,2014.0,920092.0,38.703571463690174,-9.13084096906409
17458,Albert Ruch,male,05/12/1954 12:31 PM,1.0,1.0,1.0,2.0,32845.0,2999.0,18.0,4056.0,2821.0,2370.0,6835.0,4054.0,584.0,769.0,1554.0,314.0,0.7253217396873787,2018.0,998990.0,38.8026902478674,-9.189948066172526
1353,Phd. David Valenzvela,male,12/02/1993 02:30 AM,3.0,3.0,3.0,1.0,29430.0,1985.0,20.0,1510.0,3115.0,2805.0,4570.0,1852.0,716.0,1201.0,726.0,167.0,0.4035975634936706,2021.0,942681.0,38.68146007596092,-9.172925214112265
4553,Phd. Susan Anderson,female,12/28/1986 05:52 PM,2.0,0.0,1.0,1.0,29265.0,2868.0,21.0,4207.0,1602.0,248.0,470.0,520.0,414.0,412.0,690.0,99.0,0.4238246560813604,2006.0,943967.0,38.682037070452445,-9.152353551432949
8121,Bsc. Mary Hawkins,female,07/30/1989 03:21 AM,1.0,2.0,3.0,1.0,51079.0,3827.0,18.0,1135.0,3900.0,3221.0,1771.0,2187.0,74.0,1040.0,1031.0,162.0,0.5336743293052193,2011.0,979729.0,38.72483611535014,-9.156229358287197
7991,Msc. Mary Anderson,female,09/07/1974 06:19 AM,2.0,2.0,1.0,2.0,34174.0,3850.0,10.0,2761.0,2604.0,3489.0,3119.0,960.0,1223.0,541.0,1006.0,154.0,0.3520358401505147,2011.0,939389.0,38.72892235275378,-9.170582496892514
1789,Msc. Carolyn Wells,female,03/28/1951 05:58 PM,1.0,2.0,1.0,1.0,4384.0,1840.0,7.0,5298.0,2191.0,858.0,365.0,509.0,751.0,312.0,914.0,47.0,0.3492385032971698,2019.0,925265.0,38.77678185559379,-9.149302789147777
4677,Msc. Abbey Sichler,female,08/28/1998 08:26 AM,2.0,1.0,2.0,2.0,28037.0,919.0,9.0,5985.0,1766.0,1290.0,416.0,263.0,785.0,174.0,1145.0,82.0,0.42455946067293104,2023.0,967010.0,38.76237026096161,-9.102181385773399
12147,Melissa Gutierrez,female,01/28/1950 08:53 PM,0.0,0.0,0.0,1.0,10402.0,4751.0,18.0,551.0,1090.0,3424.0,1452.0,503.0,216.0,6181.0,986.0,87.0,0.37660087971447276,2014.0,,38.70338907326925,-9.141500575204999
19389,Billy Troiano,male,08/08/2000 02:14 PM,3.0,0.0,1.0,1.0,18426.0,2401.0,10.0,4866.0,1169.0,1308.0,386.0,328.0,277.0,202.0,1221.0,109.0,0.3393269665881473,2025.0,,38.69601925099421,-9.128113890209573
4658,Bsc. Kevin Richards,male,07/15/1940 09:34 PM,0.0,0.0,0.0,1.0,10576.0,4663.0,18.0,955.0,178.0,1662.0,1093.0,1069.0,75.0,3449.0,489.0,73.0,0.28834896357534745,2020.0,917483.0,38.79366605058373,-9.091565854107014
7884,Bsc. Cecil Rogers,male,09/18/1984 08:15 PM,4.0,2.0,1.0,1.0,59823.0,4699.0,10.0,2132.0,1183.0,3359.0,633.0,1986.0,2184.0,747.0,294.0,177.0,0.5103214297335392,2012.0,903204.0,38.70268841256783,-9.164023450904349
53,Msc. Irina Morris,female,06/09/1985 10:32 PM,0.0,1.0,1.0,4.0,7707.0,881.0,10.0,1747.0,2725.0,1176.0,1872.0,1042.0,331.0,968.0,986.0,227.0,0.7147713289606122,2013.0,944532.0,38.70107181717505,-9.179491184982396
11469,Roger May,male,12/17/1998 03:12 AM,5.0,1.0,1.0,1.0,39913.0,3022.0,7.0,4914.0,6012.0,2049.0,3356.0,4261.0,942.0,443.0,319.0,331.0,0.4832287660340074,2023.0,908766.0,38.679614060769254,-9.233906384326081
16006,Carol Hemphill,female,01/21/1974 05:48 PM,1.0,1.0,2.0,1.0,34630.0,2304.0,19.0,3164.0,2845.0,2783.0,3161.0,907.0,1079.0,693.0,545.0,113.0,0.12029475595077271,2010.0,996147.0,38.72309782532836,-9.172548494691705
19172,Matthew Morse,male,03/12/1940 12:04 AM,4.0,1.0,2.0,3.0,30947.0,3922.0,15.0,3160.0,3414.0,2862.0,5774.0,2826.0,1071.0,670.0,1261.0,137.0,0.45826423495192437,1998.0,,38.7162765875512,-9.146268720814245
11753,Deborah Gibson,female,06/13/1943 09:44 AM,0.0,1.0,1.0,1.0,11321.0,1242.0,11.0,1226.0,2775.0,769.0,3102.0,1988.0,205.0,1481.0,703.0,240.0,0.3825275338509637,2017.0,972519.0,38.7927186778604,-9.182366062976298
10611,Bsc. Genevieve Russell,female,09/27/1968 07:26 AM,3.0,1.0,5.0,2.0,8252.0,1832.0,20.0,2084.0,1373.0,2337.0,2153.0,977.0,843.0,265.0,541.0,127.0,0.9485078493644474,2009.0,975839.0,38.71210531542007,-9.143529841199975
9933,Msc. Haley Elliot,female,06/22/1990 11:02 PM,3.0,1.0,2.0,2.0,28145.0,3628.0,13.0,2883.0,1327.0,3249.0,4967.0,3168.0,1601.0,435.0,1721.0,168.0,0.4375450674648365,2008.0,940454.0,38.71899269817106,-9.163157021497717
16262,Kenneth Massey,male,03/05/1987 11:28 AM,6.0,2.0,0.0,2.0,27926.0,2468.0,13.0,3682.0,3800.0,1060.0,6787.0,3848.0,1518.0,734.0,1074.0,240.0,0.8199882913795187,2005.0,918850.0,38.70419358091924,-9.229833210293027
5256,Phd. Benjamin Mckenzie,male,07/16/1941 04:20 AM,2.0,0.0,0.0,1.0,33480.0,4056.0,23.0,2135.0,2352.0,1107.0,421.0,304.0,717.0,50.0,362.0,47.0,0.4993383661567463,2023.0,986082.0,38.67044106824071,-9.18787328879814
11120,Mary Weese,female,09/02/1974 08:53 PM,0.0,0.0,0.0,1.0,11228.0,9388.0,19.0,454.0,651.0,2576.0,414.0,723.0,279.0,4557.0,544.0,94.0,0.309334239485373,2019.0,,38.68784947273841,-9.178210047092039
9570,Gloria Chan,female,04/17/1983 10:53 PM,0.0,1.0,1.0,3.0,10235.0,796.0,10.0,2089.0,1523.0,294.0,1919.0,935.0,120.0,750.0,1960.0,343.0,0.8916989260800776,2008.0,969030.0,38.77291930358024,-9.146863838973347
9807,Vickie Glasby,female,04/09/1983 11:06 PM,1.0,0.0,1.0,1.0,6535.0,1501.0,9.0,1610.0,1117.0,821.0,1197.0,1589.0,301.0,4.0,604.0,291.0,0.7934497693539353,2016.0,998275.0,38.76906125895666,-9.06713167598412
6834,Msc. Steven Cover,male,02/27/1970 03:50 AM,2.0,0.0,1.0,1.0,67608.0,2208.0,13.0,3292.0,4173.0,1133.0,5341.0,4796.0,1221.0,811.0,245.0,366.0,0.43763468231489994,2005.0,922189.0,38.74708021694065,-9.115793381346961
5090,Bsc. Juanita Chambers,female,04/07/1963 07:36 AM,3.0,2.0,1.0,2.0,42520.0,3415.0,9.0,3308.0,4632.0,2150.0,5718.0,3391.0,445.0,382.0,1303.0,346.0,0.5251248249963835,2017.0,956915.0,38.72585182965683,-9.205728558614702
4278,Phd. Frances Mahon,female,01/17/1948 05:39 PM,2.0,2.0,1.0,1.0,66663.0,3840.0,14.0,2214.0,3090.0,1608.0,4535.0,3207.0,670.0,1052.0,891.0,236.0,0.1685352734959311,2016.0,945123.0,38.70822125285223,-9.148957027425046
1528,Phd. Jack Kartes,male,03/06/1966 02:46 PM,4.0,1.0,1.0,2.0,22246.0,1328.0,13.0,2995.0,2416.0,2325.0,1063.0,1614.0,982.0,418.0,1164.0,81.0,0.4844694148954866,2011.0,969398.0,38.68213870330445,-9.140173520840456
7916,Phd. Brian Guzman,male,12/27/1968 06:59 PM,0.0,0.0,1.0,2.0,6885.0,2258.0,10.0,4264.0,1822.0,1627.0,349.0,,899.0,629.0,536.0,82.0,0.10693631719929289,2014.0,976448.0,38.71194954526697,-9.178105569410508
8834,Christy Beard,female,08/23/1988 09:18 AM,1.0,0.0,2.0,1.0,16198.0,2720.0,12.0,826.0,505.0,919.0,3424.0,202.0,198.0,726.0,1359.0,244.0,0.3300019790527444,2017.0,934005.0,38.727331066577904,-9.121899241891958
12239,Phd. Charles Jones,male,04/17/1965 12:29 AM,2.0,1.0,1.0,1.0,7302.0,2903.0,10.0,4870.0,3066.0,1573.0,464.0,476.0,488.0,550.0,696.0,106.0,0.534424328063736,2014.0,939605.0,38.79722673377125,-9.181716308451135
10148,Floyd Sims,male,06/17/1966 05:12 PM,2.0,2.0,0.0,2.0,33725.0,4433.0,14.0,4067.0,4118.0,2380.0,5309.0,2887.0,558.0,552.0,463.0,337.0,0.7446055835209836,2003.0,944710.0,38.7018140727254,-9.207910849651846
11851,Alethia Davis,female,07/28/1969 04:52 PM,1.0,0.0,1.0,4.0,16139.0,901.0,17.0,741.0,1160.0,1828.0,1421.0,619.0,59.0,615.0,580.0,281.0,0.2865779963784296,2010.0,917218.0,38.729045173720685,-9.134126632827503
3823,Bsc. Wallace Hollin,male,05/28/1975 02:52 PM,0.0,1.0,0.0,1.0,13600.0,2840.0,14.0,2501.0,1499.0,2557.0,2423.0,3020.0,1758.0,882.0,920.0,148.0,0.25495805657594284,2015.0,923810.0,38.69689910011683,-9.154483042904504
68,Msc. Betty Abramek,female,10/09/1997 09:37 PM,2.0,1.0,2.0,1.0,25099.0,2403.0,10.0,3324.0,3297.0,917.0,460.0,320.0,1082.0,259.0,935.0,88.0,0.3730779500741624,2022.0,968201.0,38.75257684582316,-9.083928444823977
15982,Carolin Volpe,female,07/08/1950 04:23 AM,3.0,2.0,2.0,1.0,43617.0,2343.0,10.0,4683.0,2769.0,2867.0,5159.0,4119.0,901.0,488.0,523.0,280.0,0.09438771672122426,2021.0,929656.0,38.7611828527264,-9.169055137574533
6940,Bsc. Yesenia Bosio,female,07/16/1947 05:24 AM,3.0,2.0,1.0,2.0,50771.0,1853.0,8.0,2080.0,4876.0,1028.0,5064.0,3078.0,1184.0,352.0,330.0,243.0,0.7500664822945726,2017.0,943147.0,38.72881002114756,-9.13668846890324
15571,Msc. Joan Askew,female,09/23/1974 02:48 PM,3.0,0.0,1.0,3.0,29144.0,1093.0,6.0,2495.0,2680.0,875.0,428.0,478.0,1150.0,404.0,1283.0,114.0,0.33039858276325323,2009.0,,38.681691496010004,-9.204800754043728
1845,Phd. Omer Mills,male,09/18/1943 05:46 PM,1.0,2.0,0.0,1.0,87448.0,3942.0,17.0,1509.0,2344.0,1792.0,3199.0,1919.0,1526.0,841.0,737.0,171.0,0.3219363036290825,2015.0,923052.0,38.714121853893616,-9.146503501137653
9693,Phd. Carol Meyers,female,11/14/1978 08:47 PM,2.0,1.0,2.0,2.0,45421.0,3423.0,22.0,1630.0,2336.0,2125.0,2379.0,3147.0,872.0,158.0,589.0,85.0,0.39665932798095555,2013.0,965467.0,38.68478614684954,-9.153762149687838
18412,Gloria Clay,female,04/19/1994 11:11 AM,1.0,2.0,1.0,2.0,5206.0,1523.0,10.0,3128.0,1948.0,1720.0,530.0,416.0,984.0,86.0,337.0,117.0,0.4502685246094579,2019.0,,38.6882079707481,-9.144797739869727
201,Phd. Vicki Lewis,female,07/29/1959 12:08 PM,1.0,1.0,1.0,2.0,8788.0,1254.0,19.0,824.0,1439.0,790.0,2442.0,2031.0,372.0,971.0,1278.0,194.0,0.6550872284204747,2015.0,965332.0,38.697467745829975,-9.151431550152877
